Source,Target,Weight,Type
AdamP4-5○,Q9-11,1,Undirected
C10-6,高木 優A6-1,1,Undirected
C10-6,P7-13,1,Undirected
Q8-22○,山本 大輝P8-5,1,Undirected
斉藤 いつみB8-6○,P5-6,1,Undirected
三輪 誠C10-4,Q5-2,1,Undirected
三輪 誠C10-4,P6-11,1,Undirected
三輪 誠C10-4,Q7-10,1,Undirected
P9-10,P9-19,1,Undirected
叶 高朋P5-13,P5-20○,1,Undirected
C10-5,齋藤 邦子C9-4,1,Undirected
C7-4,神藤 駿介A4-6,1,Undirected
C7-4,D5-4,1,Undirected
石原 潤一C10-2○,P7-21,1,Undirected
P6-14,谷口 友紀P1-3○,1,Undirected
徳永 なるみB6-2,P6-8,1,Undirected
P3-4○,内田 諭C6-6,1,Undirected
松岡 大樹B1-4○,B2-4,1,Undirected
松岡 大樹B1-4○,A5-2○,1,Undirected
B6-2,コザ古崎 晃司B6-1,1,Undirected
B6-2,P6-8,3,Undirected
B6-2,Liu,1,Undirected
B6-2,Rumana FerdousB6-1,1,Undirected
A1-2,内田 真人A1-1,1,Undirected
A1-2,A3-6,1,Undirected
B6-1○,西田 典起C3-5○,1,Undirected
B6-1○,B6-2○,1,Undirected
B6-1○,P6-8,1,Undirected
Q10-1,Q1-8○,1,Undirected
Q10-1,Huang,1,Undirected
Q10-1,Yin JouB3-1,1,Undirected
Q10-1,B3-5○,1,Undirected
Q10-1,D7-3,1,Undirected
Q10-1,A8-3,1,Undirected
Q10-1,Q1-8,1,Undirected
村岡 雅康Q2-11,Q2-13,1,Undirected
村岡 雅康Q2-11,Q3-4○,1,Undirected
村岡 雅康Q2-11,P7-4,1,Undirected
Q4-6,Q4-18,1,Undirected
Q4-6,Q4-18○,1,Undirected
安藤 一秋P8-9,Q10-20,1,Undirected
安藤 一秋P8-9,P10-22,1,Undirected
B2-4,A5-2○,1,Undirected
西田 典起C3-5○,B6-2○,1,Undirected
西田 典起C3-5○,P6-8,1,Undirected
C4-4,林 克彦A1-5,1,Undirected
C4-4,P6-25J,1,Undirected
Yahya,ZaidanP9-13○,1,Undirected
Q2-8,大西 正輝B5-1,1,Undirected
P5-12,E5-4,1,Undirected
P5-12,P2-16,1,Undirected
P5-12,P7-21,1,Undirected
SaktiD5-3,Sakriani,1,Undirected
ハシ橋本 祥C10-2,Q6-6○,1,Undirected
Q9-14○,小川 隼斗C1-2,1,Undirected
Q9-14○,Q8-7○,1,Undirected
Q9-14○,Q8-13,1,Undirected
近藤 海夏斗A9-1○,P1-21,1,Undirected
ゼニ銭本 友樹D8-5,Q9-20,1,Undirected
Q9-10,持橋 大地D1-1,1,Undirected
Q9-10,E2-5,1,Undirected
Q9-10,P8-4,1,Undirected
Q3-20,C5-1,1,Undirected
Chen,BowenA2-2,1,Undirected
Chen,JialiQ3-5,1,Undirected
Haocheng,ZhuQ8-9,1,Undirected
内田 真人A1-1,A3-6,1,Undirected
P6-25J,林 克彦A1-5,1,Undirected
YoumiC1-5,A3-1,1,Undirected
YoumiC1-5,C10-1,1,Undirected
YoumiC1-5,Q8-21○,1,Undirected
小川 隼斗C1-2,Q8-7○,1,Undirected
小川 隼斗C1-2,Q8-13,1,Undirected
Q4-23,P5-3,1,Undirected
P10-16○,スズ鈴江 万碧Q8-13,1,Undirected
A6-3,トヤ外山 勝彦E5-1,1,Undirected
P6-1,工藤 紀子B9-2,1,Undirected
Q8-4,ミナ南 泰浩Q7-19,1,Undirected
趙 羽風A7-4○,Q3-16,1,Undirected
長尾 浩良A3-4,P8-22○,1,Undirected
水本 智也P5-18,P10-6,1,Undirected
シオ塩谷 泰平C1-5,C10-1,1,Undirected
P3-16,カス春日 瑛Q3-1,1,Undirected
P3-16,Q7-16,1,Undirected
P1-12,内山 将夫E8-5,1,Undirected
P1-12,Q1-14,1,Undirected
P1-12,P1-18,1,Undirected
Q9-18○,富田 朝B1-3,1,Undirected
Q9-18○,B2-3,1,Undirected
Q8-18,藤井 諒P2-13,1,Undirected
Q8-18,Q6-9,1,Undirected
Q5-13,マキ蒔苗 茉那P1-1○,1,Undirected
Q5-13,P1-11,1,Undirected
Q6-18,P10-13,1,Undirected
DiveshD9-6,Lala,1,Undirected
A3-1,C10-1,1,Undirected
A3-1,Q8-21○,1,Undirected
P3-1,尾崎 太亮E3-1○,1,Undirected
P3-1,P4-18,1,Undirected
P1-18,内山 将夫E8-5,1,Undirected
P1-18,Q1-14,1,Undirected
長野 匡隼D6-2,P5-21,1,Undirected
大槻 優佳B9-2,B9-3○,1,Undirected
Q8-7○,Q8-13,1,Undirected
Q7-10,Q5-2,1,Undirected
Q7-10,P6-11,1,Undirected
Muhammad AliP9-3,Mahmood,1,Undirected
Neubig,GrahamQ3-20,1,Undirected
B8-5,吉永 直樹A5-3,1,Undirected
B8-5,P4-16,1,Undirected
B8-5,Q7-21,1,Undirected
近藤 里咲P4-3○,P8-7,1,Undirected
竹内 幹雄C9-6,P7-4,1,Undirected
Q6-9,藤井 諒P2-13,1,Undirected
Q10-13,P10-14,1,Undirected
YahanC4-2○,Yu,1,Undirected
ZHUP4-22○,HANG,1,Undirected
P1-11,マキ蒔苗 茉那P1-1○,1,Undirected
P10-11○,佐藤 魁Q2-25,1,Undirected
吉岡 真治P6-12,P6-15,1,Undirected
Eliese-SophiaE1-6,Lincke,1,Undirected
平岡 達也A7-6,P10-20,1,Undirected
P6-11,Q5-2,1,Undirected
Q7-23J,田中 涼太C9-4○,1,Undirected
ドイ土肥 康輔P1-11○,Q7-24J○,1,Undirected
村瀬 文彦C9-3,Q4-21,1,Undirected
ソガ十河 泰弘Q2-19,Q8-2,1,Undirected
富田 朝B1-3,B2-3,1,Undirected
Overacker,NickA10-6,1,Undirected
Maudslay,Rowan HallQ9-15○,1,Undirected
Q7-16,カス春日 瑛Q3-1,1,Undirected
高山 隼矢A4-1,P10-6○,1,Undirected
D5-4,神藤 駿介A4-6,1,Undirected
Yang,BomingQ3-5,1,Undirected
Q5-2○,浅田 真生C10-4,1,Undirected
ヒダ日髙 昇平E10-4○,P2-12,1,Undirected
Marrese-Taylor,EdisonQ2-9,1,Undirected
Marrese-Taylor,Q3-6,1,Undirected
Marrese-Taylor,P9-11○,1,Undirected
P7-21,P2-16,1,Undirected
小町 守D1-1,P2-22,1,Undirected
P10-22,Q10-20,1,Undirected
Q3-4○,Q2-13,1,Undirected
Q3-4○,P7-4,1,Undirected
B8-2○,林 純子E3-2,1,Undirected
P8-9,P10-22○,1,Undirected
Q2-23,ジン陣内 佑P1-7,1,Undirected
P6-16○,乙村 浩太郎C4-3,1,Undirected
P10-24,シラ白井 清昭P7-3,1,Undirected
Q7-21,キツ喜連川 優B8-5,1,Undirected
Q7-21,吉永 直樹A5-3,1,Undirected
Q7-21,P4-16,1,Undirected
E2-5,持橋 大地D1-1,1,Undirected
E2-5,P8-4,1,Undirected
Tolmachev,ArsenyQ5-6,1,Undirected
加藤 芳秀Q1-22,Q6-10,1,Undirected
加藤 芳秀Q1-22,Q9-12,1,Undirected
Yin JouB3-1,Huang,1,Undirected
Yin JouB3-1,B3-5○,1,Undirected
Yin JouB3-1,D7-3,1,Undirected
Yin JouB3-1,A8-3,1,Undirected
Yin JouB3-1,Q1-8,1,Undirected
B10-1,E1-2○,1,Undirected
P5-6,P2-13○,1,Undirected
中山 悠理Q7-21,P8-19,1,Undirected
D8-5○,コマ古俣 槙山E7-4,1,Undirected
タモ田森 秀明E4-1,C7-1,1,Undirected
タモ田森 秀明E4-1,C10-1,1,Undirected
タモ田森 秀明E4-1,Q6-24,1,Undirected
A10-2,A8-3,1,Undirected
高橋 哲朗D4-4○,Q2-3,1,Undirected
P7-5○,齋藤 幸史郎C1-5,1,Undirected
P7-5○,C10-1,1,Undirected
Q3-6,EdisonQ2-9,1,Undirected
Q3-6,P9-11○,1,Undirected
スギ杉浦 一瑳C4-6○,Q3-2,1,Undirected
スギ杉浦 一瑳C4-6○,Q3-23,1,Undirected
B6-2○,P6-8,1,Undirected
Q2-13,P7-4,1,Undirected
Pothong,P9-4,1,Undirected
尾崎 太亮E3-1○,P4-18,1,Undirected
Huang,B3-5○,1,Undirected
Huang,D7-3,1,Undirected
Huang,A8-3,1,Undirected
Huang,Q1-8,1,Undirected
YANGQ8-4○,QI,1,Undirected
Yuyang,DongQ4-23,1,Undirected
Yuyang,P5-3,1,Undirected
Zhang,YingQ5-25J○,1,Undirected
EdisonQ2-9,P9-11○,1,Undirected
高木 優A6-1,P7-13,1,Undirected
Liu,P6-8,1,Undirected
Q8-13,P7-6,2,Undirected
Q8-13,Q2-2,1,Undirected
Q8-13,Q2-3,1,Undirected
コザ古崎 晃司B6-1,P6-8,1,Undirected
DongQ4-23,P5-3,1,Undirected
P9-4,Reisert,1,Undirected
Q1-14,内山 将夫E8-5,1,Undirected
D7-3,B3-5○,1,Undirected
D7-3,A8-3,1,Undirected
D7-3,Q1-8,1,Undirected
Yawen,XueQ8-2,1,Undirected
大井 聖也C1-5,C10-1,1,Undirected
Q2-3,Q2-2,1,Undirected
Q2-3,P7-6,1,Undirected
Q6-24,ウラ浦川 通E4-1,1,Undirected
Q6-24,C7-1,1,Undirected
Q6-24,C10-1,2,Undirected
Q2-2,P7-6,1,Undirected
持橋 大地D1-1,P8-4,1,Undirected
Q6-10,Q9-12,1,Undirected
Q1-8,B3-5○,1,Undirected
Q1-8,A8-3,1,Undirected
MuhammadP9-3,Arsalan,1,Undirected
Q9-11,Vasselli,1,Undirected
Q3-23,Q3-2,2,Undirected
C7-1,C10-1,1,Undirected
P10-4,大西 一誉D8-1○,1,Undirected
P4-16,吉永 直樹A5-3,1,Undirected
P5-3,Xiao,1,Undirected
前多 陸玖Q7-14,Q10-12○,1,Undirected
Q8-21○,C10-1,1,Undirected
齋藤 幸史郎C1-5,C10-1,1,Undirected
A8-3,B3-5○,1,Undirected
C10-1,水木 栄C1-5,1,Undirected
